key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
35:52.0,4.5,2011-03-14 23:35:52 UTC,-73.987437,40.738756,-73.979159,40.747878,1
58:32.0,20.5,2013-07-01 13:58:32 UTC,-73.954938,40.769195,-73.992197,40.750712,1
16:00.0,4.5,2014-11-10 19:16:00 UTC,-73.986332,40.734205,-73.984405,40.728707,2
07:36.0,5.7,2011-01-14 17:07:36 UTC,-73.982524,40.735653,-73.988734,40.748532,1
02:00.0,12.5,2014-09-17 11:02:00 UTC,-73.97465,40.76224,-73.9802,40.732185,1
22:31.0,10,2015-01-29 12:22:31 UTC,-73.96684265,40.79374313,-73.96183777,40.77392197,1
34:46.0,6,2013-08-23 21:34:46 UTC,-73.999541,40.73367,-74.005271,40.739844,3
20:34.0,6,2013-03-09 22:20:34 UTC,-73.998835,40.724702,-73.995908,40.732458,2
26:30.0,21.5,2015-05-30 13:26:30 UTC,-73.99860382,40.74515152,-73.9853363,40.71092224,1
02:00.0,6.5,2009-06-26 23:02:00 UTC,-73.980325,40.765073,-73.991783,40.749867,1
05:30.0,5.7,2009-10-08 18:05:30 UTC,-73.982151,40.772528,-73.981531,40.783538,1
31:00.0,7,2014-05-14 14:31:00 UTC,-73.954827,40.780737,-73.959917,40.773645,6
31:12.0,12.1,2012-03-16 23:31:12 UTC,-73.992837,40.689914,-74.001354,40.725183,1
30:29.0,7,2012-11-25 22:30:29 UTC,-73.975538,40.749493,-73.988977,40.758842,1
25:00.0,10.5,2013-03-12 12:25:00 UTC,0,0,0,0,3
06:00.0,8.5,2009-04-06 16:06:00 UTC,-73.958083,40.76933,-73.965528,40.755152,1
27:27.0,5.3,2009-09-08 12:27:27 UTC,-73.994132,40.732155,-73.981811,40.73739,1
04:00.0,4.5,2011-06-05 10:04:00 UTC,-73.98461,40.769478,-73.993257,40.757482,4
00:01.0,10,2014-05-18 01:00:01 UTC,-73.985279,40.741875,-73.982405,40.771416,2
42:46.0,8.9,2009-10-09 17:42:46 UTC,-73.982121,40.773175,-74.00826,40.748811,1
11:30.0,8.1,2011-04-20 23:11:30 UTC,-73.988808,40.723108,-73.985358,40.760847,1
53:16.0,4,2014-01-16 01:53:16 UTC,-73.988427,40.736319,-73.992948,40.730104,1
48:00.0,12,2014-03-08 01:48:00 UTC,-73.97836,40.724887,-74.003997,40.742327,3
05:00.0,4.5,2009-03-21 12:05:00 UTC,-73.969517,40.757483,-73.961383,40.768763,1
44:00.0,10.1,2011-03-02 09:44:00 UTC,-73.946758,40.78442,-73.982018,40.77479,1
07:00.0,7.5,2013-12-19 14:07:00 UTC,-73.976712,40.755672,-73.980327,40.744892,5
02:00.0,18,2013-04-02 20:02:00 UTC,-74.006252,40.733087,-73.97524,40.787422,1
54:00.0,16,2014-01-31 09:54:00 UTC,-74.017087,40.708952,-73.992222,40.751622,5
57:39.0,9.5,2014-04-01 09:57:39 UTC,-73.958724,40.778262,-73.972482,40.759353,1
22:59.0,14.5,2014-08-13 16:22:59 UTC,-74.001143,40.722796,-73.980361,40.751107,1
49:00.0,6.9,2012-03-31 02:49:00 UTC,-73.999877,40.728562,-74.010712,40.708032,2
42:42.0,7,2013-06-13 09:42:42 UTC,-74.004661,40.730688,-74.013631,40.715568,1
56:00.0,9.7,2009-11-07 01:56:00 UTC,-73.980223,40.751678,-73.974667,40.787492,1
37:44.0,15.5,2013-06-18 09:37:44 UTC,-74.012736,40.701506,-73.980165,40.735837,1
33:33.0,34,2013-09-29 11:33:33 UTC,-73.789657,40.643888,-73.82655,40.76902,2
06:54.0,10.5,2014-05-22 00:06:54 UTC,-73.969928,40.75307,-74.003495,40.742694,1
19:00.0,5.5,2014-12-12 18:19:00 UTC,-73.998272,40.740547,-74.005137,40.729625,6
08:21.0,7,2012-12-01 18:08:21 UTC,-74.002293,40.755833,-73.990963,40.755803,1
34:00.0,57.33,2014-04-27 09:34:00 UTC,-73.790025,40.647137,-73.989398,40.756177,1
35:00.0,8.1,2009-01-14 13:35:00 UTC,0,0,0,0,2
22:05.0,4.1,2010-09-12 19:22:05 UTC,-73.996542,40.737868,-73.945438,40.820603,1
14:00.0,3.7,2011-05-05 18:14:00 UTC,-73.971773,40.797283,-73.966797,40.803875,1
09:28.0,6.5,2011-07-05 00:09:28 UTC,-73.984798,40.748097,-73.991781,40.759452,1
51:00.0,7.7,2011-12-13 23:51:00 UTC,-73.977513,40.755082,-73.954387,40.78697,5
01:00.0,6.1,2010-12-15 23:01:00 UTC,-74.002452,40.733445,-73.98982,40.72572,1
20:00.0,8.1,2012-05-18 08:20:00 UTC,-73.952452,40.772657,-73.96918,40.76056,1
47:16.0,28.5,2013-04-07 08:47:16 UTC,-73.997042,40.722544,-73.870594,40.773882,1
43:00.0,10.9,2010-08-23 16:43:00 UTC,-74.005385,40.706577,-73.983027,40.73506,5
49:23.0,4.5,2012-10-19 22:49:23 UTC,-73.983196,40.771523,-73.989499,40.762877,1
46:26.0,7,2013-04-26 23:46:26 UTC,-73.983077,40.741897,-73.998423,40.733066,1
38:00.0,7.5,2013-06-26 09:38:00 UTC,-73.963552,40.765867,-73.950632,40.783175,1
24:00.0,25.5,2014-09-14 03:24:00 UTC,-73.98796,40.74779,-73.92918,40.68391,2
34:57.0,11.5,2014-11-05 00:34:57 UTC,-74.008905,40.740719,-73.996966,40.767047,3
18:08.0,4.5,2014-12-06 12:18:08 UTC,-73.975352,40.752498,-73.970205,40.756513,2
13:56.0,6.5,2012-08-24 22:13:56 UTC,-73.986068,40.759049,-73.977589,40.74553,3
55:00.0,5.7,2009-08-26 18:55:00 UTC,-73.95357,40.771418,-73.95357,40.771418,2
58:41.0,4.9,2012-02-20 16:58:41 UTC,-73.977972,40.752632,-73.989862,40.758384,2
11:00.0,22.5,2013-08-05 20:11:00 UTC,-74.008635,40.745275,-73.98754,40.692467,2
19:40.0,8.1,2009-01-15 10:19:40 UTC,-73.969268,40.761789,-73.992104,40.748907,1
29:22.0,4.5,2013-06-15 00:29:22 UTC,-73.998395,40.7198,-73.994143,40.720983,2
46:54.0,12.9,2009-05-06 07:46:54 UTC,-73.999741,40.733367,-73.952607,40.766481,1
26:00.0,8.9,2010-01-24 01:26:00 UTC,-74.009637,40.706158,-74.004395,40.74049,5
20:00.0,7,2013-08-07 06:20:00 UTC,-73.982427,40.782872,-73.984572,40.76099,6
28:26.0,5.5,2014-05-07 09:28:26 UTC,-73.999007,40.734505,-73.991231,40.738509,1
11:00.0,5.7,2009-06-21 04:11:00 UTC,-73.986267,40.740238,-73.981833,40.751557,1
40:00.0,5.7,2012-01-21 15:40:00 UTC,-73.993947,40.751512,-73.978295,40.751042,4
57:00.0,6.5,2012-03-07 09:57:00 UTC,-73.989425,40.756467,-73.977003,40.756432,5
41:50.0,5.7,2009-06-11 20:41:50 UTC,-73.972182,40.749805,-73.96202,40.759563,1
04:46.0,3.7,2009-06-17 14:04:46 UTC,-73.982598,40.775634,-73.981118,40.779035,1
52:30.0,15,2012-11-23 22:52:30 UTC,-73.979023,40.755824,-73.989778,40.715666,2
30:16.0,6.7,2009-09-15 18:30:16 UTC,-73.985316,40.747449,-74.002334,40.733677,1
22:17.0,7.3,2011-08-13 23:22:17 UTC,-73.981765,40.764036,-73.994749,40.759171,1
38:41.0,0.01,2015-05-01 15:38:41 UTC,-73.93904114,40.71396255,-73.94167328,40.71399689,1
28:58.0,5.5,2009-02-19 17:28:58 UTC,-73.972763,40.79404,-73.979497,40.783193,1
24:00.0,6.5,2009-08-22 03:24:00 UTC,-73.982793,40.722948,-73.98298,40.738927,1
26:56.0,8.1,2011-11-04 22:26:56 UTC,-73.991276,40.730246,-73.992305,40.749003,1
16:53.0,5.7,2010-07-05 21:16:53 UTC,-73.970886,40.750996,-73.980573,40.746876,1
50:43.0,5.3,2010-10-08 16:50:43 UTC,-73.973999,40.794791,-73.981724,40.782033,1
44:00.0,9.7,2011-08-26 00:44:00 UTC,-73.983498,40.726803,-73.963022,40.763423,2
43:00.0,14.5,2014-01-05 02:43:00 UTC,-74.000062,40.728077,-74.000772,40.693252,1
00:02.0,18.5,2015-06-05 12:00:02 UTC,-73.98636627,40.75766373,-73.95111847,40.77432632,6
44:27.0,15.7,2010-07-17 00:44:27 UTC,-74.007588,40.705051,-73.98351,40.726209,2
31:14.0,5.7,2010-11-21 12:31:14 UTC,-73.993384,40.724406,-73.985828,40.731913,2
23:29.0,9.7,2010-05-04 08:23:29 UTC,-74.00862,40.73101,-73.986269,40.734521,1
11:00.0,12.1,2012-04-11 21:11:00 UTC,-73.983407,40.73946,-74.00971,40.722695,5
28:53.0,24,2014-05-27 11:28:53 UTC,-73.990607,40.749604,-73.947079,40.771591,1
33:34.0,35.5,2015-02-22 13:33:34 UTC,-73.79010773,40.64359283,-73.9396286,40.68373871,3
03:00.0,10.5,2009-08-14 19:03:00 UTC,-74.005433,40.727393,-74.00277,40.760572,1
17:00.0,5.7,2010-08-26 00:17:00 UTC,-73.999983,40.717972,-74.013085,40.706043,1
11:28.0,19.3,2011-07-31 12:11:28 UTC,-73.975408,40.741107,-73.870362,40.772742,1
21:52.0,4.5,2012-06-18 15:21:52 UTC,-73.986266,40.769864,-73.99238,40.766606,1
04:01.0,12.5,2009-10-11 02:04:01 UTC,0,0,0,0,1
45:00.0,9.7,2010-01-29 08:45:00 UTC,-74.003403,40.74841,-73.97522,40.755645,1
48:16.0,9,2012-10-08 22:48:16 UTC,-74.003474,40.743563,-73.992998,40.723325,1
01:14.0,13.5,2014-03-18 12:01:14 UTC,-73.987549,40.752967,-74.007133,40.718245,1
46:00.0,8.1,2009-07-08 12:46:00 UTC,-73.998305,40.723893,-74.007642,40.743023,1
57:56.0,6.5,2010-10-24 18:57:56 UTC,-73.968538,40.791038,-73.964535,40.798325,1
38:18.0,7.7,2012-06-18 13:38:18 UTC,-73.969587,40.757687,-73.991362,40.75023,1
34:00.0,15.5,2012-12-20 21:34:00 UTC,-73.988707,40.758423,-73.952783,40.807937,1
25:00.0,7.7,2009-12-16 22:25:00 UTC,-73.953697,40.781957,-73.97702,40.758695,2
52:00.0,12.9,2011-06-17 23:52:00 UTC,-73.958485,40.717132,-74.002027,40.730195,3
38:30.0,12.9,2012-03-25 08:38:30 UTC,-74.016854,40.704856,-73.986499,40.759238,3
31:20.0,10.5,2013-08-03 11:31:20 UTC,-73.977233,40.752537,-73.973222,40.74405,2
08:38.0,6.2,2009-02-25 23:08:38 UTC,-73.980785,40.760819,-73.961937,40.767251,1
12:43.0,10.1,2009-10-11 11:12:43 UTC,-73.992692,40.721336,-73.985342,40.752431,3
07:51.0,24.5,2010-03-20 00:07:51 UTC,-73.984058,40.725367,-73.937057,40.8515,2
13:00.0,8.9,2011-03-20 19:13:00 UTC,-73.998762,40.739793,-73.98404,40.721498,3
53:00.0,7,2012-11-26 07:53:00 UTC,-73.96316,40.765527,-73.974852,40.755485,1
23:00.0,17,2013-05-18 20:23:00 UTC,-73.991472,40.739062,-73.985412,40.757667,5
45:24.0,12.9,2011-06-29 22:45:24 UTC,-74.012254,40.707684,-73.981788,40.732429,1
15:39.0,11,2013-09-25 15:15:39 UTC,-73.970774,40.76406,-73.985585,40.744205,1
09:00.0,7,2013-06-27 10:09:00 UTC,-73.947122,40.775867,-73.963327,40.775137,1
18:10.0,17.7,2009-02-05 08:18:10 UTC,-73.789903,40.646763,-73.831675,40.71495,1
44:00.0,3.3,2009-11-04 15:44:00 UTC,-73.983178,40.75328,-73.990112,40.751148,1
21:42.0,8.9,2010-01-26 18:21:42 UTC,-73.978152,40.763186,-73.948793,40.775162,1
38:00.0,8.1,2010-12-08 10:38:00 UTC,-73.99694,40.736328,-73.978925,40.719622,1
04:29.0,28.5,2012-10-15 03:04:29 UTC,-73.928484,40.752077,-73.942403,40.837324,1
03:58.0,9.5,2014-12-31 19:03:58 UTC,-73.980614,40.774948,-73.952898,40.76994,1
05:22.0,12.9,2010-10-30 12:05:22 UTC,-73.969531,40.761098,-74.008205,40.747618,1
54:08.0,14,2014-01-05 14:54:08 UTC,-73.999801,40.761493,-73.999849,40.726787,2
03:30.0,8.5,2014-09-26 07:03:30 UTC,-73.962885,40.758266,-73.973943,40.753754,1
33:00.0,4.9,2009-01-17 21:33:00 UTC,-73.974252,40.763983,-73.979582,40.77113,1
04:00.0,4.9,2010-07-13 16:04:00 UTC,-73.9615,40.765137,-73.963433,40.774425,1
31:00.0,8.1,2012-04-16 20:31:00 UTC,-73.992513,40.724272,-73.971767,40.755787,1
53:00.0,4.1,2012-06-16 22:53:00 UTC,-73.977317,40.729217,-73.973898,40.723533,5
43:00.0,5,2013-03-20 09:43:00 UTC,-73.996442,40.738065,-73.989957,40.74385,1
52:44.0,35,2014-05-12 07:52:44 UTC,-73.965558,40.762751,-73.89961,40.893033,2
50:17.0,5,2014-07-20 13:50:17 UTC,-73.988766,40.748727,-73.983768,40.743904,3
59:00.0,5,2012-10-26 18:59:00 UTC,-73.969712,40.757627,-73.964872,40.76416,1
33:15.0,15.5,2013-03-02 21:33:15 UTC,-73.990133,40.732394,-73.983055,40.774131,2
25:00.0,6.1,2010-05-28 17:25:00 UTC,-73.982278,40.768258,-73.983398,40.777658,1
25:00.0,10.9,2011-03-16 09:25:00 UTC,-73.963067,40.71396,-73.959362,40.693653,1
21:37.0,19.7,2012-08-05 09:21:37 UTC,-73.957519,40.769446,-73.986699,40.704185,1
34:17.0,30.67,2010-04-01 15:34:17 UTC,-73.975707,40.740567,-73.954125,40.77017,1
52:00.0,7.7,2010-06-02 20:52:00 UTC,-73.99169,40.75461,-73.981742,40.736753,1
37:19.0,9.7,2011-07-08 00:37:19 UTC,-73.986814,40.755239,-73.948467,40.783083,1
48:00.0,8.9,2012-02-14 18:48:00 UTC,-73.931787,40.744885,-73.96177,40.761185,5
34:00.0,7.7,2012-06-08 21:34:00 UTC,-73.987365,40.733375,-73.992073,40.748968,1
17:00.0,5,2013-01-14 06:17:00 UTC,-73.978652,40.756637,-73.98087,40.744882,1
09:17.0,5.3,2010-05-19 12:09:17 UTC,-73.982818,40.766128,-73.977228,40.774344,2
20:59.0,8.1,2012-05-09 00:20:59 UTC,-73.999833,40.720555,-74.007337,40.745858,1
28:10.0,9.5,2012-09-17 21:28:10 UTC,-73.960933,40.714865,-73.93024,40.705188,1
19:05.0,4.5,2014-10-04 21:19:05 UTC,-73.988487,40.764261,-73.987673,40.768005,1
24:00.0,4.9,2009-02-19 16:24:00 UTC,-73.96425,40.76535,-73.959785,40.776928,1
54:00.0,9.3,2011-01-21 15:54:00 UTC,-73.962203,40.7791,-73.983427,40.755467,1
33:00.0,42.33,2013-05-18 14:33:00 UTC,-73.979938,40.72697,-74.030845,40.62378,5
09:19.0,4.5,2014-07-06 17:09:19 UTC,-73.984604,40.779567,-73.976037,40.781937,1
55:01.0,5.7,2011-11-26 03:55:01 UTC,-73.987246,40.722394,-73.979053,40.739632,2
23:00.0,7,2013-12-08 11:23:00 UTC,-73.984648,40.764822,-73.972867,40.780352,2
50:00.0,8.5,2011-06-07 13:50:00 UTC,-73.982317,40.77158,-73.991508,40.750448,1
24:37.0,10.1,2012-08-09 18:24:37 UTC,-73.989752,40.733122,-73.991453,40.755415,1
58:11.0,11,2014-12-07 00:58:11 UTC,-74.000982,40.736726,-73.969686,40.753725,1
17:56.0,5.7,2010-06-12 05:17:56 UTC,-73.969268,40.689497,-73.987556,40.692887,1
58:00.0,7.7,2010-09-29 10:58:00 UTC,-73.991687,40.742357,-73.982053,40.757387,1
10:00.0,7.7,2012-03-11 23:10:00 UTC,-73.98378,40.75509,-73.98019,40.78047,1
39:00.0,22.1,2012-08-13 04:39:00 UTC,-73.998093,40.741827,-73.998205,40.741022,1
22:00.0,11.3,2010-04-05 07:22:00 UTC,-73.968918,40.800803,-73.98223,40.759102,1
24:00.0,9.7,2011-09-17 22:24:00 UTC,-74.012383,40.70625,-74.008412,40.740502,1
31:00.0,6.5,2012-01-11 10:31:00 UTC,-73.992142,40.755152,-73.994088,40.742758,5
16:00.0,7.5,2014-01-25 17:16:00 UTC,-74.001397,40.730982,-73.986025,40.730997,1
05:40.0,4,2015-01-07 17:05:40 UTC,-73.96999359,40.79735565,-73.97338104,40.79266739,1
26:00.0,4.1,2012-06-28 11:26:00 UTC,-73.966782,40.770082,-73.959085,40.769082,1
34:00.0,11.5,2013-12-10 08:34:00 UTC,-73.970405,40.755542,-73.979588,40.739857,1
36:37.0,5.5,2013-01-15 13:36:37 UTC,-73.950849,40.775601,-73.955532,40.764334,1
13:17.0,10.1,2009-04-19 00:13:17 UTC,-73.996553,40.737926,-74.010729,40.713406,1
41:00.0,5.3,2011-11-03 08:41:00 UTC,-73.975915,40.760433,-73.96977,40.753163,1
07:12.0,4.5,2011-11-28 20:07:12 UTC,-73.988951,40.68897,-73.987473,40.696361,1
28:00.0,4,2013-01-11 12:28:00 UTC,-73.97198,40.782087,-73.96421,40.777242,1
47:05.0,13.5,2013-04-27 11:47:05 UTC,-73.972328,40.762339,-74.005899,40.745419,1
32:00.0,9.5,2013-06-22 00:32:00 UTC,-73.984612,40.744727,-74.009007,40.738165,5
10:00.0,4,2013-10-26 08:10:00 UTC,-73.976745,40.754324,-73.980767,40.750265,1
24:13.0,13,2015-04-21 09:24:13 UTC,-73.99528503,40.73093796,-73.98140717,40.75819397,1
47:40.0,6.5,2014-10-24 00:47:40 UTC,-73.926466,40.698029,-73.917236,40.688965,2
02:00.0,5.7,2010-06-25 20:02:00 UTC,0,0,0,0,1
08:00.0,9.7,2010-11-15 10:08:00 UTC,-73.97383,40.783893,-73.966122,40.758115,5
11:00.0,14.5,2013-07-21 17:11:00 UTC,-73.998347,40.723615,-73.967043,40.765702,1
22:00.0,8.1,2011-05-29 22:22:00 UTC,-74.009003,40.70419,-74.004953,40.720225,1
23:00.0,3.7,2009-06-12 18:23:00 UTC,0,0,0,0,1
41:00.0,7.7,2011-10-27 14:41:00 UTC,-73.984387,40.7469,-73.977563,40.759327,1
51:45.0,7.5,2013-04-14 06:51:45 UTC,-73.976159,40.736221,-73.977182,40.751998,1
04:03.0,7.5,2013-07-22 23:04:03 UTC,-73.991318,40.716976,-73.979405,40.73577,2
16:00.0,16.5,2013-11-11 23:16:00 UTC,-73.963432,40.774652,-73.963565,40.798447,4
11:00.0,5.3,2011-05-29 13:11:00 UTC,-73.94709,40.77931,-73.932545,40.794718,1
14:00.0,4.9,2012-01-21 16:14:00 UTC,-73.98806,40.737962,-73.978757,40.74484,5
10:38.0,20.5,2009-03-20 09:10:38 UTC,-73.974314,40.783421,-74.016504,40.704708,4
45:33.0,3.5,2013-12-26 14:45:33 UTC,-73.902097,40.763719,-73.90225,40.763566,1
51:00.0,9.3,2009-08-15 08:51:00 UTC,-73.994505,40.751568,-74.004028,40.72383,1
11:11.0,4.9,2011-04-02 07:11:11 UTC,-73.99022,40.729024,-73.986706,40.739917,1
06:51.0,6.1,2011-10-25 16:06:51 UTC,-73.969675,40.762827,-73.971243,40.750877,1
20:00.0,17.9,2009-02-25 19:20:00 UTC,-74.001437,40.746365,-73.994981,40.680621,1
19:44.0,7.7,2009-03-05 23:19:44 UTC,-73.969766,40.750719,-73.985779,40.727077,1
37:20.0,13.5,2012-10-23 20:37:20 UTC,-73.991208,40.735045,-73.982087,40.773999,2
20:00.0,5.5,2014-11-22 12:20:00 UTC,-73.953682,40.779247,-73.944,40.791282,2
54:00.0,4.1,2009-10-20 23:54:00 UTC,-73.960055,40.76216,-73.952295,40.772953,2
06:00.0,6.9,2010-03-27 20:06:00 UTC,-73.98711,40.751837,-73.991817,40.745208,1
45:00.0,5.3,2012-06-20 20:45:00 UTC,-73.967705,40.765757,-73.970165,40.75795,1
07:58.0,8.5,2014-08-16 23:07:58 UTC,-73.955497,40.779622,-73.945918,40.804537,1
18:00.0,9.3,2009-02-01 23:18:00 UTC,-73.97242,40.786097,-74.004142,40.742573,2
13:06.0,9.3,2009-06-05 12:13:06 UTC,-73.974532,40.75673,-73.977152,40.772657,1
26:37.0,12.1,2010-10-04 20:26:37 UTC,-74.008897,40.719347,-73.983807,40.775435,1
54:00.0,5.3,2011-11-14 22:54:00 UTC,-74.005907,40.745658,-73.992398,40.763875,1
18:00.0,10,2013-02-25 21:18:00 UTC,-74.007992,40.745295,-73.975648,40.74907,5
23:12.0,7,2013-03-25 19:23:12 UTC,-73.982378,40.768638,-73.994505,40.755911,1
51:00.0,5.3,2011-04-22 01:51:00 UTC,-73.998748,40.734675,-73.98564,40.742198,1
33:27.0,6.5,2012-10-17 22:33:27 UTC,-73.990504,40.686635,-73.9796,40.677705,1
24:04.0,5.5,2013-11-02 20:24:04 UTC,-73.990087,40.746717,-73.991496,40.735604,1
27:00.0,29,2014-06-17 18:27:00 UTC,-73.979955,40.76066,-73.940125,40.838717,6
33:00.0,9.3,2012-03-05 06:33:00 UTC,-73.982473,40.771892,-73.964485,40.806915,3
15:23.0,6.9,2010-04-23 16:15:23 UTC,-73.977796,40.751688,-73.994923,40.7281,1
02:00.0,6.9,2011-08-22 22:02:00 UTC,-73.99015,40.74434,-74.005672,40.727185,3
23:48.0,23.3,2011-09-29 18:23:48 UTC,-73.940849,40.839893,-73.995482,40.753003,3
51:07.0,7.3,2012-04-16 02:51:07 UTC,-73.993061,40.682895,-73.980984,40.664091,1
29:56.0,25.5,2014-03-10 06:29:56 UTC,-73.970661,40.796745,-74.007412,40.704836,1
59:57.0,2.9,2011-03-02 12:59:57 UTC,-73.98044946,40.7540737,-73.97379294,40.75715907,1
05:00.0,6.5,2014-05-27 07:05:00 UTC,-73.967355,40.803322,-73.970437,40.78866,5
21:00.0,31.45,2009-06-12 11:21:00 UTC,-73.87218,40.774012,-73.979385,40.763688,2
06:58.0,7.7,2010-08-21 12:06:58 UTC,-73.977319,40.758386,-74.001416,40.740196,1
16:43.0,18.5,2011-02-04 20:16:43 UTC,-73.963651,40.754788,-73.998249,40.722817,2
25:56.0,12.1,2011-07-27 19:25:56 UTC,-73.98005,40.76088,-73.945601,40.779532,1
13:00.0,5.7,2012-03-07 20:13:00 UTC,-74.00073,40.731922,-73.99746,40.744927,1
29:17.0,4,2013-09-22 22:29:17 UTC,-73.956889,40.774853,-73.948228,40.774703,1
10:00.0,9,2014-01-28 11:10:00 UTC,-73.975267,40.78727,-73.984072,40.770265,1
35:00.0,16.5,2014-07-22 18:35:00 UTC,-73.997308,40.722485,-73.941775,40.714667,5
04:00.0,5.7,2009-11-14 01:04:00 UTC,-73.997157,40.764478,-73.991507,40.751532,5
56:00.0,9.7,2011-08-06 22:56:00 UTC,-73.99532,40.739458,-73.967528,40.755732,2
59:00.0,7.3,2011-12-01 14:59:00 UTC,-73.971292,40.795262,-73.987095,40.775587,1
42:00.0,6,2012-09-17 17:42:00 UTC,-73.968952,40.760995,-73.982053,40.766417,1
39:00.0,16.1,2009-08-11 08:39:00 UTC,-74.014675,40.717108,-73.979332,40.749867,5
20:00.0,15.7,2011-03-20 13:20:00 UTC,-73.97372,40.67893,-73.985858,40.7439,2
42:00.0,13.5,2014-05-31 11:42:00 UTC,-74.008575,40.71399,-73.984065,40.754592,1
17:32.0,27,2014-07-19 03:17:32 UTC,-73.996515,40.763457,-73.918502,40.870485,1
18:24.0,9.7,2010-05-17 00:18:24 UTC,-73.988002,40.721329,-73.990927,40.75021,3
33:00.0,4.9,2012-04-04 12:33:00 UTC,-73.980772,40.733667,-73.992877,40.739547,1
41:00.0,9,2013-06-22 23:41:00 UTC,-73.98599,40.73489,-73.96218,40.75941,1
33:00.0,5,2013-11-01 09:33:00 UTC,-73.98267,40.766575,-73.98114,40.7598,3
17:42.0,11.5,2015-03-05 10:17:42 UTC,-73.97963715,40.73340988,-73.98036957,40.75070572,1
21:23.0,8.2,2009-01-07 22:21:23 UTC,-73.982624,40.763016,-73.983835,40.739079,1
45:21.0,8.1,2011-08-21 14:45:21 UTC,-73.955962,40.782131,-73.975948,40.754734,1
56:11.0,12.5,2011-09-09 08:56:11 UTC,-73.966023,40.763697,-73.961234,40.806531,1
57:51.0,7.5,2013-01-29 21:57:51 UTC,-73.962377,40.770545,-73.98863,40.774303,2
06:00.0,12.5,2014-09-03 08:06:00 UTC,-73.972027,40.745702,-73.98384,40.761987,1
47:30.0,10.9,2009-03-29 16:47:30 UTC,-73.949524,40.780804,-73.977714,40.745619,1
20:53.0,9,2012-10-11 18:20:53 UTC,-73.939085,40.748241,-73.927383,40.738079,1
48:05.0,12.5,2012-06-01 09:48:05 UTC,-74.00745,40.715697,-73.988826,40.74306,1
42:00.0,6.1,2011-06-30 13:42:00 UTC,-73.96943,40.762357,-73.959682,40.776722,1
42:00.0,8.5,2012-02-10 23:42:00 UTC,-73.976975,40.784957,-73.949212,40.802692,1
38:00.0,16.5,2012-10-30 16:38:00 UTC,-73.979677,40.721392,-73.990157,40.684175,1
00:49.0,14,2013-05-20 20:00:49 UTC,-73.96813,40.787468,-73.977246,40.749968,1
59:00.0,28.5,2013-11-02 21:59:00 UTC,-73.988895,40.72313,-73.939175,40.816427,1
13:04.0,10.5,2014-08-11 10:13:04 UTC,-73.978115,40.761906,-73.983661,40.752903,1
22:00.0,6.5,2010-01-09 16:22:00 UTC,-73.969528,40.795182,-73.95129,40.785595,5
05:20.0,4.5,2014-08-10 08:05:20 UTC,-73.997989,40.751111,-73.998652,40.758412,1
28:27.0,8,2015-01-13 20:28:27 UTC,0,0,0,0,1
24:00.0,9.5,2014-08-09 13:24:00 UTC,-74.005833,40.737022,-73.99718,40.727265,2
39:09.0,6.9,2009-04-24 08:39:09 UTC,-73.958582,40.769036,-73.963671,40.756324,1
56:00.0,7.7,2010-10-23 20:56:00 UTC,-74.00555,40.740815,-73.994443,40.748643,1
07:58.0,8.1,2011-02-07 17:07:58 UTC,0,0,0,0,1
04:00.0,8.1,2011-06-18 11:04:00 UTC,-74.007025,40.71601,-73.997088,40.741367,1
55:46.0,8,2015-03-09 18:55:46 UTC,-73.99240112,40.74539566,-73.98880768,40.73115158,1
12:53.0,7,2014-12-22 20:12:53 UTC,-73.980431,40.753823,-73.996707,40.736571,1
04:00.0,6.5,2009-02-15 15:04:00 UTC,-74.001988,40.740288,-74.000857,40.7576,3
37:02.0,4.1,2010-07-02 11:37:02 UTC,-73.953769,40.766935,-73.95915,40.759572,2
13:00.0,11,2013-03-23 10:13:00 UTC,-73.972165,40.746082,-73.995317,40.717495,6
20:00.0,14.5,2009-03-26 21:20:00 UTC,-74.008357,40.711915,-73.947383,40.726463,2
33:00.0,6.5,2010-02-17 21:33:00 UTC,-73.98771,40.741643,-73.96981,40.754533,1
16:20.0,9.5,2013-07-13 21:16:20 UTC,-73.984292,40.740202,-73.980967,40.72111,2
23:32.0,16.5,2010-02-06 10:23:32 UTC,-74.004989,40.740884,-73.986227,40.670851,1
42:00.0,16.9,2011-08-16 22:42:00 UTC,-74.01409,40.713848,-73.97853,40.75074,1
24:23.0,7.3,2009-07-23 09:24:23 UTC,-73.980749,40.745682,-74.001443,40.740147,1
41:31.0,6.5,2010-03-26 14:41:31 UTC,-73.995253,40.740004,-73.986178,40.755529,1
31:00.0,3.3,2010-10-30 17:31:00 UTC,-73.979492,40.756092,-73.982285,40.751387,1
12:41.0,4.9,2012-05-02 00:12:41 UTC,-74.004063,40.733044,-74.000902,40.739039,1
58:00.0,4.5,2009-02-03 18:58:00 UTC,-73.966778,40.753462,-73.976775,40.74549,2
14:00.0,3.7,2010-06-22 00:14:00 UTC,-73.98475,40.769688,-73.985178,40.77295,1
53:28.0,8.5,2011-08-10 07:53:28 UTC,-73.977129,40.743229,-73.982967,40.760851,1
52:42.0,7.3,2011-09-16 08:52:42 UTC,-73.956,40.7818,-73.9704,40.7621,1
